S.No,Message/Tweet,Match,Polarity
1237,1000   employees to to lose jobs 400 of those are already gone thanks to   and   thatll sure help the economy eh, lose,negative
1238,a couple in vancouver have spent 70000 buying all the disinfectant wipes at multiple costco outlets and selling them for up to four times as much on amazon, ,neutral
1239,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1240,never forget that during the h1n1 epidemic the government of canada sent body bags to remote reserves in manitoba instead of sending them medicine and medical supplies think about this while youre in the city buying out hand sani and toilet paper at costco, epidemic,negative
1241,canadas port closures because of coronavirus may end alaska bigship cruises  worldnews, ,neutral
1242,this is what happens when you cancel the nhl   nhl no hockey so long as the virus is a threat  canada  hold my beer, virus threat,negative
1243,coronavirus i dont need to selfisolate says trump,trump ,positive
1244,learn about hand hygiene respiratory etiquette social distancing proper use of masks and other communitybased measures to mitigate the spread of coronavirus disease covid19 in canada from the public health agency of canada  covid19 coronavirus,proper ,positive
1245,in the us thats illegal now more officially so thanks to the emergency declaration not sure how it works in canada disgusting of people to be like this,like works disgusting illegal emergency,negative
1246,the paris agreement is a trojan horse threatening the canadian economy and national unity  and canadas government is its accomplice,unity threatening,neutral
1247,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1248,you can still vote for juno fan choice presented by     rt to vote for   or tweet jfcshawnmendes, ,neutral
1249,sweet night ost  itunes  1 nigeria 1 austria 1 cambodia 1 canada 1 cyprus 1 honduras 1 panama 1 paraguay 1 trinidad and tobago 1 ireland 1 new zealand 1 barbados 1 belgium 1 cayman islands 1 ecuador 1 peru  76 1s,sweet ,positive
1250,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1251,remember this at election time canada  trudeau has ran for hills and deserted parliament in a time of national amp international crisis  stop voting liberal  cdnpoli covid19canada trudeautheweak trudeaumustgo hoc qp polcan nlpoli onpoli nspoli nbpoli pei bcpoli, crisis,negative
1252,parliament is as empty as the grocery shelves across canada it is a complete abdication of responsibility by our government unacceptable  cdnpoli, unacceptable,negative
1253,2 more covid19 screening sites open in winnipeg as manitoba tries to flatten the curve of new cases, ,neutral
1254,thousands flying into canada from coronavirus countries countries daily is trudeau reducing these numbers or just loading them into a few select cities, ,neutral
1255,please note most cottages in canada are not miniature stately brick houses  they look something like this  a canadian cottage,stately like ,positive
1256,a couple in vancouver have spent 70000 buying all the disinfectant wipes at multiple costco outlets and selling them for up to four times as much on amazon, ,neutral
1257,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1258,news just in apparently half a dozen photographers in canada have taken out a restraining order on meghan she wont stop calling them up to tell them where she is they have had enough,enough ,positive
1259,a couple in vancouver have spent 70000 buying all the disinfectant wipes at multiple costco outlets and selling them for up to four times as much on amazon, ,neutral
1260,listening today to ministers hajdu morneau freeland blair amp garneau the public health experts and the pm should make us realize how fortunate we are in canada to have such a competent federal govt team in place as we get through covid19 plus thx to their teams  cdnpoli,fortunate ,positive
1261,did you miss the panel discussion at the easter seals community conference you can now watch a recording using the below link to hear the panelists discuss a wide variety of topics that concern the disability community in canada  watch   unstoppable,variety miss concern,negative
1262,sweet night ost  itunes  1 nigeria 1 austria 1 cambodia 1 canada 1 cyprus 1 honduras 1 panama 1 paraguay 1 trinidad and tobago 1 ireland 1 new zealand 1 barbados 1 belgium 1 cayman islands 1 ecuador 1 peru  76 1s,sweet ,positive
1263,new torontos medical officer of health is recommending all licensed childcare centres be closed until april 5th and anyone who has travelled outside canada to self isolate for 14 days onpoli topoli coronavirus, isolate,negative
1264,only come to the covid19 assessment centre if  you have a new or worsening cough andor fever and in the past 14 days have either traveled outside of canada or been in contact with someone who has been diagnosed with covid19 more info, fever worsening,negative
1265,good news researchers in canada have isolated the covid19 virus  full story,good virus isolated,negative
1266,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1267,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1268,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1269,false statements and misinformation about covid19 continue to circulate online and on social media get information you can trust goc is a credible factbased and authoritative source for covid19 information,authoritative trust credible false,positive
1270,thousands flying into canada from coronavirus countries countries daily is trudeau reducing these numbers or just loading them into a few select cities, ,neutral
1271,suicide hotline numbers    united kingdom  116 123 united states  18002738255 canada  1 800 456 4566 ireland  116 123 philippines  2919 australia  131 114  someone dies from suicide every 40 seconds   will you take 1 second to retweet and maybe save a life, suicide dies,negative
1272,we are now experiencing community spread of this virus in canada and the us whether our health officials want to admit it or not  our health care systems are about to be put to the ultimate test and we as individuals need to be serious about limiting contact covid19, virus,negative
1273,canada is taking a lot of proactive precautions regarding covid_19 and for the next two weeks daycare will be closed therefore my daughters will stay home which i welcome i love more time with them but this means video output will slow down ill do my best to keep up,welcome best proactive love slow,positive
1274,good news researchers in canada have isolated the covid19 virus  full story,good virus isolated,negative
1275,say it louder for the people in the back, louder,negative
1276,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1277,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1278,shame on you shoppers im actually a loyal customer but this is price gouging and it stinks an apology is in order   shoppers drug mart accused of hiking prices amid coronavirus pandemic covid19canada canada cdnpoli,loyal stinks shame,negative
1279,new more than 300 people assessed at ottawas covid19 coronavirus screening centre that opened today  147 qualified for a nasal swab test the criteria was symptoms  travelled outside of canada andor had direct contact w someone with the virus ottnews ottawa,qualified symptoms virus,negative
1280,canadian lawmakers sign off on the new nafta before suspending the house of commons over coronavirus concerns, concerns,negative
1281,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1282,the health and safety of our employees and guests is paramount in addition to enhanced cleaning protocols in all of our buildings we have reduced capacity by a minimum of 50 in all 1693 theatre auditoriums across canada to allow for socialdistancing,enhanced paramount ,positive
1283,canada is doing a fantastic job handling this crisis compared to the usholy fuck are people actually this brainwashed by cbchow in the hell are these people even allowed to votecomplete ignorance to the facts,fantastic fuck crisis ignorance hell,negative
1284,radhe jaggi has performed in 21 events all over the united states and canada to raise funds for cauverycalling gathering funds for a staggering 720000 trees, ,neutral
1285,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1286,im suing   for all the clout he got after rewording the same joke i made about canada lol, joke,negative
1287,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1288,minecraft loophole library of banned journalism, loophole,negative
1289,suicide hotline numbers    united kingdom  116 123 united states  18002738255 canada  1 800 456 4566 ireland  116 123 philippines  2919 australia  131 114  someone dies from suicide every 40 seconds   will you take 1 second to retweet and maybe save a life, suicide dies,negative
1290,its absolutely beyond comprehension that swoop airlines are sticking so rigidly to their cancellation policy when the government of canada specifically recommends against all nonessential travel outside of canada including the us please show some common sense, ,neutral
1291,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1292,how far can canada go to slow spread of the new coronavirus by ian austen via nyt, slow,negative
1293,alert canada trudeau is waging war on his own citizens  while the coronavirus wuhan communist pandemic spreads across the globe trudeau ushers in illegals amp puts the health and safety of canadians in even bigger jeopardy   full vid  nationalemergency, jeopardy,negative
1294,netflix shuts down all film amp tv production in the us and canada amid coronavirus concerns, concerns,negative
1295,time to launch a new legalize it campaign  because none of this happened in canada, ,neutral
1296,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1297,anthony s fauci of national institutes of health says america is about three months behind the rest of the world   you wouldnt know that in canada if you only listened to globe amp mail robert fife praising the efforts of the usa  covid19canada coronapocalypse cdnpoli,praising ,positive
1298,the kenney government is destroying one of the best universities in canada,best ,positive
1299,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1300,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1301,help prevent the spread of covid19 stay calm be informed visit  for trusted information flattenthecurve coronavirus,calm trusted ,positive
1302,not just canada but australia as well,well ,positive
1303,you make every nasty horrible thing people say about politicians true youre like a war profiteer  every economic expert from every credible source is saying canada is uniquely placed to not only weather this storm but come out of it in good shape  youre despicable,good credible like nasty despicable horrible,neutral
1304,rent payments should be cancelled temporarily with direct government loans to property ownersrealtors etc to cover the cost only the bank of canada can create the money and only the government can spend on sufficient quantities to make mass stayhomes viable,sufficient ,positive
1305,justin trudeau just said he is considering closing the border to canada to stop the spread of coronavirus  so he believes in border control now, ,neutral
1306,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1307,suicide hotline numbers    united kingdom  116 123 united states  18002738255 canada  1 800 456 4566 ireland  116 123 philippines  2919 australia  131 114  someone dies from suicide every 40 seconds   will you take 1 second to retweet and maybe save a life, suicide dies,negative
1308,insightfully review to live to sing as offers an operatic take on a fastchanging china the film will be available on itunes canada on tuesday march 31,insightfully available ,positive
1309,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1310,the only thing going for him was he was dianas son and a prince hes not overly attractive and now hes in canada,attractive ,positive
1311,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1312,when surrealism meets real life  montreal mtl quebec canada plateau plateaumountroyal construction rubble clouds unretouched shotoniphone reflection abandoned   le plateaumontroyal, ,neutral
1313,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1314,islanders traveling out of canada with symptoms or not are recommended to selfisolate for 14 days following return includes teachers students health care workers general info on covid19  call 18009586400  peicovid19 pei,recommended symptoms,neutral
1315,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1316,suicide hotline numbers    united kingdom  116 123 united states  18002738255 canada  1 800 456 4566 ireland  116 123 philippines  2919 australia  131 114  someone dies from suicide every 40 seconds   will you take 1 second to retweet and maybe save a life, suicide dies,negative
1317,important notice  if you are a registered nurse in canada not currently employed please consider applying to the public health agency of canada covid19 nurse inventory   see the posting at   hiring as early as march 16th   please rt,important ,positive
1318,exclusive mounties still letting migrants enter canada illegally despi  via, illegally,negative
1319,man sophie picked that up in the uk im worried about them between the uk and the usa the new virus will spread far and wide with the governments they have you can be upset all you damn well want but canada dodged a bullet when the lpc were reelected toronto cdnpoli,well worried damn upset virus,negative
1320,important notice  if you are a registered nurse in canada not currently employed please consider applying to the public health agency of canada covid19 nurse inventory   see the posting at   hiring as early as march 16th   please rt,important ,positive
1321,the voting on web just for us canada new zealand amp australia fam even if ure not from there just please keep remind your armys friend who living in thoss countries to vote on web fam bcs we really need them now voting on web is super easy u can cast 50 votes all at once,easy super ,positive
1322,she has used her significant pull with the leaders of countries like japan canada australia uk france germany and more to mobilize their industries based on local skillsets and resources to make more of what we need to help our allies and sometimes opponents,significant like ,positive
1323,suicide hotline numbers    united kingdom  116 123 united states  18002738255 canada  1 800 456 4566 ireland  116 123 philippines  2919 australia  131 114  someone dies from suicide every 40 seconds   will you take 1 second to retweet and maybe save a life, suicide dies,negative
1324,live in canada have a subscription to   looking for something to watch  stream all 31 film and tv series nominated for this years cdnscreenawards, ,neutral
1325,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1326,important notice  if you are a registered nurse in canada not currently employed please consider applying to the public health agency of canada covid19 nurse inventory   see the posting at   hiring as early as march 16th   please rt,important ,positive
1327,exclusive  mounties still letting migrants enter canada illegally despite coronavirus, illegally,negative
1328,budweiser gardens gives away food from cancelled ohl games to london womens shelter, ,neutral
1329,usmca is a great victory for americas ag industry and i am pleased to see canadas parliament approved the deal today thank you   for negotiating this deal and for always supporting americas farmers and ranchers,pleased supporting great thank victory ,positive
1330,united indocanadians uic is coming by april 2020    ottawa toronto calgary edmonton vancouver hamilton newdelhi pmoindia pmmodi london montreal quebec ontario canada yyz yvr canada india indians canadians, ,neutral
1331,is taking direction on how to best manage covid19 in our schools from the chief medical officer of health based on guidance from the public health agency of canada  please see her most recent comments on schools in the image below abed ableg,guidance best ,positive
1332,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1333,breaking premier blaine higgs has announced that all public schools will be closed in new brunswick for two weeks,premier breaking,neutral
1334,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1335,the actual prime ministers residence is uninhabitable because no pm was willing to spend money on upkeep and repairs when it rained it literally rained inside  which also happened to toronto   fun fact basic upkeep and maintenance in canada is considered an extravagance,fun willing extravagance,positive
1336,official global travel advisory avoid nonessential travel to all destinations outside canada until further notice due to measures put in place to control the spread of covid19, ,neutral
1337,1000   employees to to lose jobs 400 of those are already gone thanks to   and   thatll sure help the economy eh, lose,negative
1338,china stole coronavirus research and samples of that type of virus from nih and canada the wuhan lab was up to no good   has been tracking this for months coronaviruspandemic wuhancoronavirus wuflu chinaflu,good stole virus,negative
1339,that is the absolute dumbest thing i have read yet explain how travellers can cross the ocean and enter canada without travelling through the us border that trudeau refuses to close  asinine progressivethink, refuses asinine,negative
1340,breaking premier blaine higgs has announced that all public schools will be closed in new brunswick for two weeks,premier breaking,neutral
1341,random thoughts   for uscanada and europe economies conferences and trade shows are a considerable part of the economy i dont think it is true in india  i cant even imagine the secondary and tertiary effects these conference cancellations have on western economies, ,neutral
1342,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1343,mysterious death of head of winnipeg virus lab is the tell he was silenced because he knew coronavirus is deliberate psy op if the illuminati can pull off 911 dont you think they could do this,illuminati death mysterious virus,negative
1344,today confirmed that the international friendly between the westfield matildas and canada scheduled for 14 april in vancouver bc has been cancelled due to the covid_19 situation,friendly ,positive
1345,older adults and people with medical conditions are at a higher risk of serious illness from the coronavirus disease  find out how to protect yourself and your loved ones   covid19,protect loved illness risk,neutral
1346,if it slip on the side its game over if you break the flat cable on top its game over too  so yes not something you want to try if you havent ruled out everything,top break,neutral
1347,you got canada dry7upsprite too, ,neutral
1348,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1349,canadian prime minister justin trudeau said that he has no symptoms of coronavirus and is feeling good but will remain in selfisolation for 14 days,good symptoms,neutral
1350,good news researchers in canada have isolated the covid19 virus  full story,good virus isolated,negative
1351,davidmenzies canada pamirhakimzadah law society probes relationship between terrorist his former lawyer  via, ,neutral
1352,canada announces they have a covid19 vaccine in the testing phase less than a day after hockey was canceled they dont fuck around up there, fuck,negative
1353,suicide hotline numbers    united kingdom  116 123 united states  18002738255 canada  1 800 456 4566 ireland  116 123 philippines  2919 australia  131 114  someone dies from suicide every 40 seconds   will you take 1 second to retweet and maybe save a life, suicide dies,negative
1354,i just remembered that weed is legal in canada, weed,negative
1355,suicide hotline numbers    united kingdom  116 123 united states  18002738255 canada  1 800 456 4566 ireland  116 123 philippines  2919 australia  131 114  someone dies from suicide every 40 seconds   will you take 1 second to retweet and maybe save a life, suicide dies,negative
1356,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1357,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1358,a couple in vancouver have spent 70000 buying all the disinfectant wipes at multiple costco outlets and selling them for up to four times as much on amazon, ,neutral
1359,jeff shantz shut down canadafrom a politics of appeal to a politics of disruption firstnations indigenous bcpoli cdnpoli coastalgaslink lngcanada westusweten bcrcmp vancouver britishcolumbia,appeal disruption,neutral
1360,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1361,you can still vote for juno fan choice presented by     rt to vote for   or tweet jfcshawnmendes, ,neutral
1362,wow just got this email from    canada reads has been postponed heres what theyre saying canadareads   12,wow ,positive
1363,on march 12th covid19 cancelled hockey on march 12th canada cancelled covid19, ,neutral
1364,rent payments should be cancelled temporarily with direct government loans to property ownersrealtors etc to cover the cost only the bank of canada can create the money and only the government can spend on sufficient quantities to make mass stayhomes viable,sufficient ,positive
1365,after allowing covid19 to spread widely in our society this sad person is pulling out all the stops  virtue signalled about racism instead of reqd quarantine of china travellers earlyon  its too late  brutal hardship coming  cdnpoli trudeau,virtue sad racism brutal hardship,negative
1366,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1367,i am officially declaring a national emergency  us president donald trump says he has declared coronavirus a national emergency in order to unleash the full power of the federal government,trump unleash emergency,negative
1368,suicide hotline numbers    united kingdom  116 123 united states  18002738255 canada  1 800 456 4566 ireland  116 123 philippines  2919 australia  131 114  someone dies from suicide every 40 seconds   will you take 1 second to retweet and maybe save a life, suicide dies,negative
1369,new more than 300 people assessed at ottawas covid19 coronavirus screening centre that opened today  147 qualified for a nasal swab test the criteria was symptoms  travelled outside of canada andor had direct contact w someone with the virus ottnews ottawa,qualified symptoms virus,negative
1370,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1371,tell   you wont stand for animal abuse   factory farms across the united states and canada subject chickens to unspeakable abuse and ihop has failed to implement any meaningful animal welfare policies to prevent this suffering for their operations,meaningful suffering abuse unspeakable failed,negative
1372,considering the number of economic blows battering canada this year extremists who have summer plans to start blockades in opposition to the trans mountain expansion this summer may want to reconsider   canadians are going to be real crabby by then amp wont put up with it, opposition battering crabby extremists,negative
1373,raptors  canada  canada  better than trump at this,trump better ,positive
1374,im in canada and i know who youre talking about i feel the same, ,neutral
1375,canada making strides on coronavirus research with rapid research funding opportunity 227 applications 47 projects funded 268m invested research areas diagnostics vaccines therapeutics and clinical management  research immunology vaccines covid19,rapid ,positive
1376,the canadian parliament today ratified the usmexicocanada agreement on trade making canada the third and final country needed to make the trade pact official and replace the 1993 north american free trade agreement,free ,positive
1377,minister   and   just explained canadas enhanced screening giving information to travellers from high risk areas,enhanced risk,neutral
1378,covid19 cancels hockey season  canada, ,neutral
1379,canada wins again,wins ,positive
1380,i know that this would make people feel better but person to person spreading is already here  it would not make a difference and only cause more problems,better problems,neutral
1381,yesterday i went to a costco store where i stumbled across this couple loading their pickup with piles of lysol wipes they hit up all the local costcos daily clearing shelves of wipesliquid cleaner and reselling them on amazon  via,cleaner stumbled,neutral
1382,good news researchers in canada have isolated the covid19 virus  full story,good virus isolated,negative
1383,good news researchers in canada have isolated the covid19 virus  full story,good virus isolated,negative
1384,random selfie from a promo shoot to announce the first   reairs this saturday night the 14th at 9pm8pmc on   in the us and simultaneously on   in canada  for the first time ever  matchies sleuthers mysterymovie whodunnit, ,neutral
1385,breaking premier blaine higgs has announced that all public schools will be closed in new brunswick for two weeks,premier breaking,neutral
1386,i am officially declaring a national emergency  us president donald trump says he has declared coronavirus a national emergency in order to unleash the full power of the federal government,trump unleash emergency,negative
1387,us president donald trump declares national emergency to help handle the growing outbreak of coronavirus,trump outbreak emergency,negative
1388,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1389,the washington post even with trudeau in isolation canada is responding well to the coronavirus,well isolation,neutral
1390,good news researchers in canada have isolated the covid19 virus  full story,good virus isolated,negative
1391,happy friday its time to enter our weekly giveaway for 2 envirolog firelogs and a box of 8 firestarters simply like this post and tell us how you would like to try them well announce the next winner on monday us amp canada residents pls fireplace woodstove envirolog,winner well happy like ,positive
1392,the conditions in some indigenous communities across ontarios north and beyond have health experts local leaders and opposition politicians sounding the alarm as the coronavirus pandemic spreads across canada, opposition alarm,negative
1393,armys in the us canada australia and new zealand  website 50 votes per category per account  app 100 votes per category per account  boywithluv bestmusicvideo iheartawards, ,neutral
1394,youre in canada so my dude is moved up to the front of the line with an extra bottle of water, ,neutral
1395,if the canadian public health agency of canada and the prime minister and every single chief medical officer of health across canada has said do not leave the country but you leave  then guess what  your travel health insurance is void   cdnpoli ableg coronaviruscanada, ,neutral
1396,justin trudeau just said he is considering closing the border to canada to stop the spread of coronavirus  so he believes in border control now, ,neutral
1397,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1398,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1399,suicide hotline numbers    united kingdom  116 123 united states  18002738255 canada  1 800 456 4566 ireland  116 123 philippines  2919 australia  131 114  someone dies from suicide every 40 seconds   will you take 1 second to retweet and maybe save a life, suicide dies,negative
1400,canada is going to save the world, ,neutral
1401,we already have friends staring down the barrel of not being able to pay rentmortgages   if you want to be remembered as anything other than the pm who let canada be destroyed you need to halt all bills and rent with guarantees against future collections, ,neutral
1402,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1403,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1404,canadas minister of immigration refugees and citizenship says canadas immigration policy for 2020 wont change despite the corona virus threat isnt this irresponsible considering the lack of health screening in most countries, lack threat virus irresponsible,negative
1405,omg i didnt even think about it being racist its just like the hockeys been cancelled for 2 hours and canada finds a cure tweet,cure like racist,positive
1406,all measures promoting socialdistancing should be implemented to flattenthecurve of exposure we support  s advisory against all nonessential travel outside of  to limit the spread of covid19  cma statement   cdnhealth,support limit,neutral
1407,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1408,as the number of ontarians testing positive for the covid19 increases and the province ramps up its screening there is still no need for routine widespread testing according to experts at least not yet,positive ,positive
1409,toronto shutting down major city services mayor tory self isolating as covid19 cases climb  cbc news, ,neutral
1410,canada just does everything right,right ,positive
1411,suicide hotline numbers    united kingdom  116 123 united states  18002738255 canada  1 800 456 4566 ireland  116 123 philippines  2919 australia  131 114  someone dies from suicide every 40 seconds   will you take 1 second to retweet and maybe save a life, suicide dies,negative
1412,minecraft loophole library of banned journalism, loophole,negative
1413,mexico and canada both want to shut down their borders because we have a handful of people who might be a threat to their citizens  think about that a second, threat,negative
1414,mexico and canada both want to shut down their borders because we have a handful of people who might be a threat to their citizens  think about that a second, threat,negative
1415,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1416,suicide hotline numbers    united kingdom  116 123 united states  18002738255 canada  1 800 456 4566 ireland  116 123 philippines  2919 australia  131 114  someone dies from suicide every 40 seconds   will you take 1 second to retweet and maybe save a life, suicide dies,negative
1417,it seems canada is now at a point where you can still contain it if your government acts now only 150 infected discovered  lets hope it says something about the real number of cases, infected,negative
1418,breaking premier blaine higgs has announced that all public schools will be closed in new brunswick for two weeks,premier breaking,neutral
1419,ambassador lighthizer statement on canadas approval of the usmca,approval ,positive
1420,if you purchased tickets to canada blooms online they will be refunded on the credit card you originally provided for payment   due to the volume of tickets sold refund times could take between 1 to 2 weeks,refunded refund ,positive
1421,uk to ban mass gatherings in coronavirus uturn, ,neutral
1422,this is what happens when you cancel the nhl   nhl no hockey so long as the virus is a threat  canada  hold my beer, virus threat,negative
1423,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1424,sweet night ost  itunes  1 nigeria 1 austria 1 cambodia 1 canada 1 cyprus 1 honduras 1 panama 1 paraguay 1 trinidad and tobago 1 ireland 1 new zealand 1 barbados 1 belgium 1 cayman islands 1 ecuador 1 peru  76 1s,sweet ,positive
1425,i love you more,love ,positive
1426,important notice  if you are a registered nurse in canada not currently employed please consider applying to the public health agency of canada covid19 nurse inventory   see the posting at   hiring as early as march 16th   please rt,important ,positive
1427,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1428,nhl hockey is postponed indefinitely  2 hours later  canada we have a cure,cure ,positive
1429,corona needs to calm the fuck down so i can travel to canada in may,calm fuck,neutral
1430,this headline says it all doesnt it ableg abpoli cdnpoli canpoli   jason kenney to take albertas oilfocused coronavirus concerns to ottawa this week, concerns,negative
1431,forget conspiracy theory rn and just think greed for a sec nation labels it a pandemic this weekchina had it 4 3 monthsdisneysports leaguesschools shut down stock market tanksnow canada just has a cure hmmmmm sounds like it wasnt financial for the gvt to spread it,cure like greed conspiracy,neutral
1432,confident their national government is prepared and can deal effectively with coronavirus   canada 70 australia 70 us 68 uk 65 japan 63 france 56 russia 51 germany 50  ipsosmori march 13,effectively confident ,positive
1433,junior quarterback   piled up yards touchdowns and plenty of division i offers throughout his 2019 campaign  macon had nearly a dozen offers when he announced his commitment to the university of missouri on twitter friday,commitment ,positive
1434,breaking an employee in the kellogg school of managements global hub on the evanston campus has tested positive for the coronavirus according to an email from the university to the nu community this is the first confirmed case of covid19 on campus,positive breaking,neutral
1435,taekook au where taehyung runs a secret confessions account on twitter which is incredibly popular however the last thing he expects is for jeon jeongguk his universitys it boy to send him a message on said account  that too about him,popular incredibly confessions,positive
1436,shout out to our futureknight emily moats she got in to bellarmine university beallin, ,neutral
1437,absolutely ridiculous parttime employees at bell mts place are largely comprised of university studentsyoung people who rely on that income heavily, ridiculous,negative
1438,why is everyone ignoring this ubc studentled petition with ten thousand signatures other provinces have moved to online studies why not bc denial, denial,negative
1439,agtg blessed to receive another offer from eastern illinois university runwithus, ,neutral
1440,bangkokuniversitys two campuses will be closed from tomorrow to march 17 after a student has been suspected of being infected with covid19 coronavirus bangkokpost thailand   bangkok university, infected,negative
1441,there are far more politicians who have been infected than you would have by statistical chance francois balloux a professor of computational systems biology at university college london tells time, infected,negative
1442,got the news this afternoon that my university is shut down for the remainder of the semester  some students dont have a home amp some are saying goodbye forever  but our response worship despite the heartache tears amp confusion jesus is worthy amp he gets the glory,glory worthy confusion,positive
1443,a very good time for this announcement thx just as the most contingent staff and instructors do untold extra labour to push the uofa online with 48hr notice why not thank them with a boot in the back abpse ableg,thank good ,positive
1444,this is the side the media doesnt show of young thug here he is at harvard university working on the cure for the corona virus,cure thug virus,negative
1445,had a great time at arkansas state university  up,great ,positive
1446,we at da crib university fr now, ,neutral
1447,breaking news one harvard affiliate has tested presumptive positive for coronavirus according to a campuswide email from university president lawrence s bacow,positive breaking,neutral
1448,now the case richman was advising on was an fbidoj indictment of university energy company amp new york state officials for corruption including the executive secretary for governor cuomo major swamp draining, draining corruption,negative
1449,got the news this afternoon that my university is shut down for the remainder of the semester  some students dont have a home amp some are saying goodbye forever  but our response worship despite the heartache tears amp confusion jesus is worthy amp he gets the glory,glory worthy confusion,positive
1450,youre telling me a university that cant even handle digication is gonna try to do online classes, ,neutral
1451,the professors at shogun university are not just educators but mass educators sometimes people have to agree with views and opinions before adopting them but this isnt the case with shogun university, ,neutral
1452,why is my ed at its worst when theres an actual pandemic going around and the staff members at the literal university i attend have the coronavirus, worst,negative
1453,proud to announce my commitment to play college hockey at the university of minnesota duluth thanks to everyone who has helped me get to this point bulldogs,proud helped commitment ,positive
1454,this week the excellent archive on   is about asa briggs  a whole hour dedicated to a historian the postwar university and reform  only on the beeb  brilliant,excellent dedicated brilliant reform ,positive
1455,the emotional and physical toll from studying at the university of michigan for the past four years just for commencement to get cancelled no one talk to me, toll,negative
1456,when i was a student i spent 3 months at stockholm university and on our halls campus every tuesday night at a specific time everyone stuck their heads out of their windows and screamed at the top of their lungs incredibly therapeutic not sure that would go down well here,top well incredibly stuck,positive
1457,the longer the university waits to send out an official email the more confusion students amp faculty will have a facebook and twitter post are not a valid substitution for an email  stop delaying the email if the decision has already been made than just send an email already, confusion delaying,negative
1458,super pumped to announce that ill be pursuing industrial design and running cross country and track at university of illinois at chicago couldnt be in this position without the support of my family coach and teammatesitsuic fireupflames,support super ,positive
1459,slides mek them read preparation for university if these the chemistry kids that cant titrate you need to develop a cartoon, ,neutral
1460,the whole process after being accepted into a university makes me soo nervous  i dont want to mess anything up, nervous mess,negative
1461,falcons for yale university thank you mrs proby and our wonderful school counselng department,thank wonderful ,positive
1462,the last voter at texas southern university has walked out of the voting booth it took hervis rogers nearly 7 hours to vote tonight supertuesday2020, ,neutral
1463,soooo one world class university without cuts up to 1000 people still gainfully employed an exceptionally educated populace ready for the challenges of the next decade  or a war room for 4 years who actually voted for this ableg ucp,gainfully educated exceptionally ready ,positive
1464,hello everyone im asking for your help to put pressure on our administration to respond to the concerns of their students and to call for a spring quarter tuition adjustment please add your name to this petition and share, concerns,negative
1465,i was just saying to someone that the universitys confidence to handle everything via zoom might need to be taken with a grain of salt,confidence ,positive
